0001|39000|Chilpancingo de los Bravos Centro|res_city_mx_gro_029|res_locality_mx_gro_02
0001|39906|Joyas del Marques|res_city_mx_gro_001|
0001|40027|Fidel Castro|res_city_mx_gro_035|res_locality_mx_gro_03
0001|40340|San Isidro (La Hacienda de San Isidro)|res_city_mx_gro_015|
0001|40405|12 de Mayo|res_city_mx_gro_058|
0001|40469|La Camila (Puente de Dios)|res_city_mx_gro_047|
0001|40493|Sabino Alto|res_city_mx_gro_031|
0001|40500|Adrés Manuel López Obrador|res_city_mx_gro_007|res_locality_mx_gro_05
0001|40653|El Coyol|res_city_mx_gro_027|
0001|40686|La Cacánicua de Arriba|res_city_mx_gro_064|
0001|40714|Zetina|res_city_mx_gro_022|
0001|41123|Cacalotepec|res_city_mx_gro_079|
0001|41169|Huixcomulco|res_city_mx_gro_074|
0001|41328|Barranca del Otate|res_city_mx_gro_066|
0001|41380|De santa Cruz|res_city_mx_gro_069|
0001|41490|Quiahuitepec|res_city_mx_gro_020|
0001|41503|Laguna Seca|res_city_mx_gro_041|
0001|41640|De la Navidad|res_city_mx_gro_043|
0001|42000|Centro|res_city_mx_hid_048|res_locality_mx_hid_03
0001|42186|Loma Escondida|res_city_mx_hid_051|
0001|42198|La Fortaleza|res_city_mx_hid_082|
0001|42302|Vista Hermosa|res_city_mx_hid_030|res_locality_mx_hid_12
0001|42334|El Sabino|res_city_mx_hid_084|res_locality_mx_hid_07
0001|42364|Del Tedra|res_city_mx_hid_043|
0001|42603|Eulalio Ángeles Martínez|res_city_mx_hid_003|
0001|42920|Tercera Manzana|res_city_mx_hid_064|
0001|42982|Loma Bonita 2da. Sección|res_city_mx_hid_013|
0001|43204|Vista Hermosa|res_city_mx_hid_081|
0001|43427|San Antonio el Grande|res_city_mx_hid_027|
0001|43624|Privada Riva Palacio|res_city_mx_hid_077|res_locality_mx_hid_06
0001|43740|Loma de Cuautepec|res_city_mx_hid_016|
0001|43774|Ex-Hacienda de San Francisco|res_city_mx_hid_056|
0001|43810|La Gloria|res_city_mx_hid_069|
0001|43845|Valle Diamante|res_city_mx_hid_083|
0001|43865|Lomas del Álamo|res_city_mx_hid_075|
0001|43906|Ampliación Loma Bonita|res_city_mx_hid_008|res_locality_mx_hid_02
0001|43993|Villas Napoleón|res_city_mx_hid_061|res_locality_mx_hid_04
0001|45133|Altavista Residencial|res_city_mx_jal_120|res_locality_mx_jal_10
0001|45306|La Estancia|res_city_mx_jal_083|res_locality_mx_jal_31
0001|45355|La Cima|res_city_mx_jal_009|
0001|45410|Misión de los Viñedos|res_city_mx_jal_101|res_locality_mx_jal_12
